group	problem	chapter	section	why
模型与推理调用	我要自己写回合循环,有哪些坑必须一开始就知道?	chapters/r2-turn-loop-and-model-access.md	4. 可迁移的设计原则(造你自己的 harness 时怎么做)	七条与代码解耦的原则,含恢复是阶梯不是重试、切换即全量状态同步
模型与推理调用	同一个 provider 在两个文件里有两套名字,归一化顺序反了会怎样?	chapters/r8d-self-custody.md	3.3 身份:先认出这是谁,再谈怎么调用它	两套命名空间互为逆映射,复合顺序是无注释的隐式契约
模型与推理调用	让多个模型各答一遍再合并,工具副作用会不会被执行 N 次?	chapters/r9a-capability-organization.md	3.4 MoA:多个模型各答一遍,以及一套跑不到的代码	参谋不传工具、只取文本,以及两套语义相反的实现
模型与推理调用	一个功能会成倍烧 token,代码里到底有没有预算闸?	chapters/r9a-capability-organization.md	3.4 MoA:多个模型各答一遍,以及一套跑不到的代码	只有并发与长度旋钮,没有一处拿累计花费比阈值
模型与推理调用	几家模型服务商的线上协议都不一样,主循环怎么才能不必知道?	chapters/r9c-external-interfaces.md	3.1 传输层:一个抽象,和三份互相抄的能力表	传输层抽象加 api_mode 选型,以及动态发现的代价
模型与推理调用	插件要用模型,是插件注入一个 provider,还是宿主把模型借给它?	chapters/r9c-external-interfaces.md	2. 全景	全景图旁专门纠正这个方向,并指出注册新 provider 另有一条路
模型与推理调用	模型的内部推理内容,会不会漏给用户、或者把整条回复吃空?	chapters/r9d-tool-surface-and-guard-placement.md	3.6 回合周边:上下文传播与清理	同一个输入在流式路径泄露、在非流式路径清空
模型与推理调用	推理模型思考几十秒不吐字,被判成流断了还会静默删历史?	chapters/r11b-the-unwritten-layer.md	3.5 一张表决定了会不会静默丢历史	超时地板表是静态名单,新模型上架无人提醒更新
工具与执行	模型一次请求了五个工具,能不能全都并发跑?	chapters/r2-turn-loop-and-model-access.md	3.9 工具批次:分段调度,不是无脑并发	按只读性、文件目标重叠、交互性切成并行段与屏障段,保持模型原始顺序
工具与执行	两个并发的动作改同一个文件,后写的把先写的覆盖了怎么办?	chapters/r2-turn-loop-and-model-access.md	3.9 工具批次:分段调度,不是无脑并发	单个 agent 一批工具内的读写路径重叠,靠分段调度串行化
工具与执行	两个并发的动作改同一个文件,后写的把先写的覆盖了怎么办?	chapters/r4-execution-environments.md	3.8 两个支撑件:跨代理文件新鲜度 + V4A 补丁	跨子代理的读后写覆盖,靠进程级注册表记读时间戳与全局最后写者
工具与执行	模型说要调一个工具,从收到到执行完中间要过哪些关?	chapters/r3-tool-infrastructure.md	TL;DR(快读路径:读这一段就有全貌)	四大块与贯穿全章的把外部输入全部当不可信这一哲学
工具与执行	模型说要调一个工具,从收到到执行完中间要过哪些关?	chapters/r3-tool-infrastructure.md	1. 从一个场景说起:一次工具调用要过多少道关	一次终端调用的七段固定管线,从参数纠偏到结果改写
工具与执行	模型说要调一个工具,从收到到执行完中间要过哪些关?	chapters/r3-tool-infrastructure.md	2. 全景:工具系统的四大块	四大块的关系图:窄腰决定看得见什么,安全防线横切在执行之前
工具与执行	工具越加越多,怎么自动发现又不让每个 agent 都看见全部?	chapters/r3-tool-infrastructure.md	3.1 窄腰:注册(工具存在)和暴露(对谁可见)是两层	语法树静态发现做零维护清单,toolset 单独管对谁可见
工具与执行	多步工具链每步一次模型往返太慢太贵,能让模型写脚本一次跑完吗?	chapters/r3-tool-infrastructure.md	3.5 execute_code:让 LLM 写脚本调工具,但不给它钥匙	RPC 边界、一次性 token、环境洗净、审批跨线程传播四层保证
工具与执行	同一份工具 schema,换一家服务商整条请求就被拒了怎么办?	chapters/r3-tool-infrastructure.md	3.7 schema 经济:清洗、限长、渐进披露	清洗只作用于发出去的副本,参数改名靠两侧独立重算做无损往返
工具与执行	一个工具吐回几 MB 输出,直接进上下文就撑爆了怎么办?	chapters/r3-tool-infrastructure.md	3.7 schema 经济:清洗、限长、渐进披露	三层限长:工具内预截断、单结果落盘换预览、整回合按大小兜底
工具与执行	接了几千个工具,光工具名就吃掉几万 token,怎么办?	chapters/r3-tool-infrastructure.md	3.7 schema 经济:清洗、限长、渐进披露	渐进披露用三个桥接工具替代大批工具,核心工具永不参与折叠
工具与执行	agent 说要跑一条命令,这条命令到底落在哪台机器、怎么跑起来?	chapters/r4-execution-environments.md	TL;DR(快读路径:读这一段就有全貌)	三个同心圈:统一假象、各后端的真实差异、两个 GUI 面
工具与执行	agent 说要跑一条命令,这条命令到底落在哪台机器、怎么跑起来?	chapters/r4-execution-environments.md	1. 从一个场景说起:一条 `pip install` 命令的一生	一条安装命令的六步走法,本机与天边的云沙箱走法完全一样
工具与执行	agent 说要跑一条命令,这条命令到底落在哪台机器、怎么跑起来?	chapters/r4-execution-environments.md	2. 全景:一条命令的执行骨架	执行骨架图:哪几步所有后端共享,后端唯一要填的是哪一格
工具与执行	上一条命令切了目录、导出了变量,下一条为什么看不到?	chapters/r4-execution-environments.md	3.1 统一假象:spawn-per-call + 会话快照重放	每命令一个新进程加会话快照重放,含原子写、临时名唯一、按名过滤三处事故
工具与执行	本机是真进程、云沙箱只是一次阻塞调用,等待和中断怎么只写一遍?	chapters/r4-execution-environments.md	3.2 一个极窄的协议,兼容两类完全不同的后端	一个四方法的鸭子类型协议,阻塞调用用线程加真管道降维成进程
工具与执行	我想让 agent 的环境闲着不烧钱、下次开工时东西还在,怎么做?	chapters/r4-execution-environments.md	3.3 七种后端、两种范式,和"空闲休眠"的四种真相	空闲休眠底下其实是四种不同的物理机制:拍快照、停机、真 idle 计时
工具与执行	沙箱里改的文件要同步回本机,中途失败、撞改、超大压缩包怎么办?	chapters/r4-execution-environments.md	3.4 文件进出沙箱:一套事务性同步引擎	正向全成才提交且失败不推进限速钟,反向四层护栏加信号延迟
工具与执行	模型写的命令里有与号和末尾后台符,直接丢给 bash 会出什么事?	chapters/r4-execution-environments.md	3.5 终端的 shell 语义修补:每一处对准一类真实故障	后台化优先级低于与号这个陷阱及其幂等改写,还有 sudo 密码走标准输入
工具与执行	agent 起了个后台服务,进程重启后还认得它吗?杀的时候会杀错吗?	chapters/r4-execution-environments.md	3.6 后台进程注册表:崩溃恢复、防误杀、刷屏熔断	检查点做崩溃恢复、内核启动时刻防 PID 复用误杀、strike 熔断防刷屏
工具与执行	harness 进程重启了,那个装了一堆依赖的容器该留还是该删?	chapters/r4-execution-environments.md	3.7 Docker 跨进程复用 + 孤儿回收(以及一处文档定案)	默认跨进程持久、清理对容器空操作,孤儿回收只碰够老且已退出的
工具与执行	让 agent 去网页上点按钮,弹出一个原生对话框就卡死了怎么办?	chapters/r4-execution-environments.md	3.9 浏览器自动化栈:一个受监管的浏览器	监督器用对话桥把阻塞式原生对话框转成可编程记录加策略
工具与执行	有些活只有 GUI 没有 API,能让 agent 操作桌面又不抢我的鼠标吗?	chapters/r4-execution-environments.md	3.10 computer_use:像人一样操作桌面,但不抢你的鼠标	后台投递不抢光标焦点,控制外包给驱动进程,结果区分传输成功与语义生效
工具与执行	我要自己实现执行层,哪几件事必须一开始就定下来?	chapters/r4-execution-environments.md	4. 可迁移的设计原则(造你自己的执行层时怎么做)	七条:在哪跑与怎么跑解耦、极窄协议吸收差异、持久化落在会话边界
工具与执行	一次工具调用要跑好几分钟,模型该等着还是先返回?	chapters/r9a-capability-organization.md	3.3 委派:本簇唯一一个守卫问到位的扩展面	顶层一律后台、子 agent 一律同步,理由还是提示词缓存
工具与执行	一次工具调用要跑好几分钟,模型该等着还是先返回?	chapters/r9b-multimodal-delivery.md	3.3 长任务怎么等:同一簇里的两个相反答案	同一簇里两个相反答案,以及带 job id 再叫一次的写法
工具与执行	同一个能力有十几家供应商,怎么组织才不用每家写一遍?	chapters/r9b-multimodal-delivery.md	2. 全景	provider 抽象加 registry 注册表加 tool 工具层的三段式
工具与执行	模型读的说明书说支持本地文件路径,实现却只认 URL,怎么防?	chapters/r9b-multimodal-delivery.md	1. 从一个场景说起:一句"帮我把这张图做成视频"	用一次「把图做成视频」把 schema 与实现的接缝演出来
工具与执行	模型读的说明书说支持本地文件路径,实现却只认 URL,怎么防?	chapters/r9b-multimodal-delivery.md	4.1 展开第 7 条:本簇 15 条问题里,多数是"副本漂了"	四份副本各写给谁,而模型只读得到 schema 那一份
工具与执行	工具超时了,该给模型抛一个异常还是给它一句话?	chapters/r9b-multimodal-delivery.md	3.3 长任务怎么等:同一簇里的两个相反答案	把超时翻译成带 job id 的下一步动作,而不是死胡同
工具与执行	工具超时了,该给模型抛一个异常还是给它一句话?	chapters/r9b-multimodal-delivery.md	4. 可迁移的设计原则	把「给 agent 的错误要写成下一步动作」列成可迁移原则
工具与执行	代码里要调用出图能力,该走给模型用的那个工具层吗?	chapters/r9b-multimodal-delivery.md	3.5 虚拟宠物:3,653 行到底是什么	宠物资产工厂复用 provider 层却绕开工具层的理由
工具与执行	agent 刚改完文件就去取诊断,拿到的是上一版的错误,怎么办?	chapters/r9d-tool-surface-and-guard-placement.md	3.2 LSP 子系统:本轮设计质量最高的一块	用文档版本号而非时间戳,一次变更让旧结果全部失效
工具与执行	等不到结果的时候,该返回「没问题」还是返回「不知道」?	chapters/r9d-tool-surface-and-guard-placement.md	3.2 LSP 子系统:本轮设计质量最高的一块	超时返回 None 而不是空列表,两者对模型是不同信息
工具与执行	等不到结果的时候,该返回「没问题」还是返回「不知道」?	chapters/r9d-tool-surface-and-guard-placement.md	4. 可迁移的设计原则	把它列成本簇最该抄走的一行设计
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r2-turn-loop-and-model-access.md	3.2 三级用户介入:停 / 补 / 纠	停、补、纠三级破坏性递减,取消后怎么原地重建这一轮
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r7-gateway-session-core.md	3.4 忙时策略 —— interrupt / queue / steer / redirect 与自动降级	网关侧四选一的决策序,含带活跃子代理与压缩飞行中两个自动降级
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r7b-platform-integration.md	3.2 第一层守卫:释放锁比获取锁难得多	适配器侧的忙时决策树,以及审批类命令为什么必须绕过守卫
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r7c-gateway-periphery-and-scheduling.md	3.8 带外输入:什么时候可以打断,什么时候必须排队	判据是这条输入能不能等到下一轮:等不了就 steer,等得了就排队
会话、状态与上下文	一轮对话有十几种结束方式,怎么保证每种都存了库、收了尾?	chapters/r2-turn-loop-and-model-access.md	3.11 收尾:所有路径共享的单一咽喉	所有结束路径汇入单一咽喉,交付即记录的不变式在这里校验并修复
会话、状态与上下文	昨天的对话今天怎么接着聊,数据到底存在哪、怎么恢复?	chapters/r5-session-state-and-persistence.md	TL;DR(快读路径:读这一段就有全貌)	记忆侧五块,以及两条暗线:缓存不变量高于一切、进提示的一切都是攻击面
会话、状态与上下文	昨天的对话今天怎么接着聊,数据到底存在哪、怎么恢复?	chapters/r5-session-state-and-persistence.md	1. 从一个场景说起:一句"继续昨天那个"的一生	一句继续昨天那个要走的五步:找回、重建提示、可能又压缩、检索、落盘
会话、状态与上下文	昨天的对话今天怎么接着聊,数据到底存在哪、怎么恢复?	chapters/r5-session-state-and-persistence.md	2. 全景:记忆侧的五块与数据流	装配、落盘、压缩、检索、长期记忆五块之间的数据流图
会话、状态与上下文	多个进程共用一个 SQLite,写不进去的时候该重试多久?	chapters/r5-session-state-and-persistence.md	3.1 会话库:一个 SQLite 文件扛住多进程 + 恶劣文件系统 + 崩溃	时间预算制而非次数制,并按业务重要性分转录、常规、心跳三档
会话、状态与上下文	给消息表加一列,怎么才能不写迁移又不让老库崩?	chapters/r5-session-state-and-persistence.md	3.2 声明式 schema:加一列只改一处	声明式真源加启动期列 diff 再补列;改主键这类写成每次启动的幂等愈合
会话、状态与上下文	对话快撑爆上下文窗口了,怎么压缩才不丢正在做的事?	chapters/r5-session-state-and-persistence.md	3.3 上下文压缩:满了怎么优雅地忘	五步算法、触发只认真实 token、密钥红线强制、会话级持久锁防孤儿分叉
会话、状态与上下文	压缩之后 agent 像失忆,或者把已经做完的事又做一遍,为什么?	chapters/r5-session-state-and-persistence.md	3.4 交接摘要为什么会说错话:三个真实事故	三个真实事故:任务被压掉、完成回合被切开、角色交替把会话永久毒化
会话、状态与上下文	agent 要搜自己几个月前的对话,中文短词和任意子串怎么搜得到?	chapters/r5-session-state-and-persistence.md	3.5 跨会话检索:三个索引各管一类查询	三个索引按查询形状路由加全表扫描兜底,召回给的是会话级三明治
会话、状态与上下文	项目根目录里的那些约定文件是怎么进到系统提示里的?	chapters/r5-session-state-and-persistence.md	3.6 prompt 装配:按"变化概率"分层保缓存	四个约定文件按优先级首中即停、超长按窗口比例截断、注入前过威胁扫描
会话、状态与上下文	我想让 agent 跨会话记住用户的偏好,这套记忆该怎么接进来、存在哪?	chapters/r5-session-state-and-persistence.md	3.7 长期记忆:常驻 + 召回 + 三道防注入	内建记忆冻结成会话起点快照,外部后端当一条可以宕机的慢速旁路
会话、状态与上下文	我想让 agent 跨会话记住用户的偏好,这套记忆该怎么接进来、存在哪?	chapters/r6-memory-provider-ecosystem.md	3.1 统一插口:一个 ABC + "一次只挂一个"	插口契约只规定注入、召回、摄入、工具、关闭五件事的时机与形状
会话、状态与上下文	agent 把我的文件改坏了,怎么一键回到它动手之前?	chapters/r5-session-state-and-persistence.md	3.8 检查点:文件的时间机器(和会话是两回事)	外置影子 git 拍文件快照,与会话是两套系统,回滚时联动撤销一个回合
会话、状态与上下文	我要给 agent 做持久层,哪些约束必须先定下来?	chapters/r5-session-state-and-persistence.md	4. 可迁移的设计原则(造你自己的持久层时怎么做)	七条:单一事实源要扛敌意环境、写重试分档、缓存不变量高于一切
会话、状态与上下文	我要把长期记忆做成可插拔的,插口该规定什么、不该规定什么?	chapters/r6-memory-provider-ecosystem.md	TL;DR(快读路径:读这一段就有全貌)	四块:统一插口、八种外接大脑、三条贯穿的纪律、MCP 登录
会话、状态与上下文	我要把长期记忆做成可插拔的,插口该规定什么、不该规定什么?	chapters/r6-memory-provider-ecosystem.md	2. 全景:一个插座,八种大脑	一个插座八种大脑的关系图,装载器与编排器各管什么
会话、状态与上下文	我要把长期记忆做成可插拔的,插口该规定什么、不该规定什么?	chapters/r6-memory-provider-ecosystem.md	3.1 统一插口:一个 ABC + "一次只挂一个"	七个必答方法、一次只挂一个外部后端、坏 schema 不许毒化工具集
会话、状态与上下文	记忆后端有云 SaaS 也有纯本地,我该选哪种、各自的代价是什么?	chapters/r6-memory-provider-ecosystem.md	3.2 智能在哪:从本地数学到云 SaaS 的光谱	从本地相位向量数学到云端模型抽取的光谱,两极各自的能力与代价
会话、状态与上下文	每轮都要把对话写给外部记忆服务,怎么写才不拖慢回复又不丢?	chapters/r6-memory-provider-ecosystem.md	3.3 三档写路径:按"每轮写的价值 × 崩溃容忍度"选	缓冲到会话边界、单写者队列、SQLite 写后台三档,按崩溃容忍度选
会话、状态与上下文	召回要打网络、延迟秒级,怎么既有个性化开场又每轮零等待?	chapters/r6-memory-provider-ecosystem.md	3.4 读路径:上一轮生产、这一轮消费	单槽缓存上一轮生产这一轮消费,只有第一轮允许有界等待,含读后写栅栏
会话、状态与上下文	我要做一个插件层,让第三方后端挂进来又拖不垮主流程,该定哪些规矩?	chapters/r6-memory-provider-ecosystem.md	4. 可迁移的设计原则(造你自己的记忆/插件层时怎么做)	七条:记忆是增益不是依赖、写离线三档、失败方向按发起者分层
会话、状态与上下文	一个进程要同时接待几十场对话,怎么保证它们互不串线?	chapters/r7-gateway-session-core.md	TL;DR(快读路径)	会话键、任务局部身份、回合租约三层配合,外加四条看护线
会话、状态与上下文	一个进程要同时接待几十场对话,怎么保证它们互不串线?	chapters/r7-gateway-session-core.md	2. 全景	入站到会话键到租约到回合到流式桥到看护线的全景图
会话、状态与上下文	同一个人在私聊、群、话题里说话,怎么决定这属于哪一场对话?	chapters/r7-gateway-session-core.md	3.1 确定性会话键 —— 多路复用的地基	纯函数拍键的三条隔离规则,以及别名翻转、预期线程等三个平台边角
会话、状态与上下文	两条消息同时进来,一条的身份被另一条覆盖了,怎么防?	chapters/r7-gateway-session-core.md	3.2 "我是谁"与"我的东西在哪"——contextvars 与 SessionState	身份放任务局部变量,入口先重置再绑定;状态按清理时机分三层
会话、状态与上下文	两个窗口恢复了同一场会话,转录被交错写坏了怎么办?	chapters/r7-gateway-session-core.md	3.3 回合租约与 run generation —— 写序与迟到者	按最终会话 id 加锁、身份检查释放、超时降级不串行化、单调代数丢弃迟到者
会话、状态与上下文	后台任务两小时后才跑完,结果怎么回到原来那场对话里?	chapters/r7-gateway-session-core.md	3.7 带外注入 —— wake 的两条路	唤醒的两条路,共同原则是回注必须走真实入口、不造第三条特权通道
会话、状态与上下文	每条消息都重新装配一个 agent 太贵,缓存住又会吃光内存怎么办?	chapters/r7-gateway-session-core.md	3.8 每会话 agent 缓存 —— 复用与逐出	上限加空闲逐出加会话过期联动,复用判据是一个配置签名哈希
会话、状态与上下文	我要写一个同时服务几十场对话的 agent 服务,并发上先防哪些坑?	chapters/r7-gateway-session-core.md	4. 可迁移的设计原则	十条:纯函数拍键、锁的键必须等于归属键、可打断的工作一律配单调代数
会话、状态与上下文	上一次会话摸索出来的经验,下一次怎么还能用得上?	chapters/r9a-capability-organization.md	3.2 学习闭环:把文件系统当数据库	后台复盘写成 skill 目录,下次扫描磁盘即进索引
会话、状态与上下文	agent 的学习产出该存数据库还是直接写成文件?代价是什么?	chapters/r9a-capability-organization.md	3.2 学习闭环:把文件系统当数据库	文件系统当存储的四项好处,与没有事务这一项代价
会话、状态与上下文	agent 的学习产出该存数据库还是直接写成文件?代价是什么?	chapters/r9a-capability-organization.md	2. 全景	全景图点明四条线共用磁盘这一个底座
会话、状态与上下文	上百份能力文档怎么塞进系统提示词而不把上下文撑爆?	chapters/r9a-capability-organization.md	3.1 skills:能力包,以及三处被绕开的守卫	三层渐进披露:索引 5,376 字符对正文 83.7 万字符
会话、状态与上下文	上百份能力文档怎么塞进系统提示词而不把上下文撑爆?	chapters/r9a-capability-organization.md	4. 可迁移的设计原则	把渐进披露与「那 60 字是路由信号」写成可迁移原则
会话、状态与上下文	上百份能力文档怎么塞进系统提示词而不把上下文撑爆?	chapters/r11a-ops-and-delivery.md	3.5 随货发出的知识库	只捡顶层 SKILL.md、刻意跳过支撑目录的裁剪规则
会话、状态与上下文	用户发了一张超长截图,之后每一轮请求都 400,怎么救?	chapters/r9b-multimodal-delivery.md	3.1 图片进历史:一个把会话彻底焊死的故障	不可变历史下进历史前主动缩图,两个维度各留余量
会话、状态与上下文	跨进程的派工总线,怎么防止两个 agent 抢到同一张卡?	chapters/r9d-tool-surface-and-guard-placement.md	3.3 看板、待办与定时:审批模型的形状	WAL 加 BEGIN IMMEDIATE 加 CAS,四线程同抢一赢三拒
会话、状态与上下文	用户切换 profile,上一个 profile 的状态没清干净怎么办?	chapters/r10b-desktop-application.md	3.2 状态层:86 个模块,和一次「软切换」漏掉的 12 个	软切换只清 5 个 store,漏掉 12 个纯事件驱动模块
接入与多平台	用户在聊天软件里发一句话,到 agent 回复,中间要经过哪些环节?	chapters/r1-what-is-hermes-agent.md	1. 从一个场景说起:你对着 Telegram 发了一句话	从 Telegram 一句话串起网关、内核、工具、执行、存储、学习六步
接入与多平台	用户在聊天软件里发一句话,到 agent 回复,中间要经过哪些环节?	chapters/r7-gateway-session-core.md	1. 从一个场景说起	网关侧逐步走法:适配器归一化、忙时守卫、鉴权、拍会话键、跑回合
接入与多平台	用户在聊天软件里发一句话,到 agent 回复,中间要经过哪些环节?	chapters/r7b-platform-integration.md	1. 从一个场景说起:一条消息的旅程,和四种搞砸的方式	适配器侧的同一段旅程,外加四种把它搞砸的方式
接入与多平台	模型在一个字一个字地吐,聊天软件里那条消息怎么平滑生长又不被限流?	chapters/r7-gateway-session-core.md	3.5 流式桥 —— 从模型 token 流到聊天软件里那条会动的消息	类型化事件、同步路由、投递引擎三层,含限速编辑、补代码围栏、终稿去重
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r7b-platform-integration.md	TL;DR(快读路径)	三条接入成本曲线,能力位,以及把能力位从方法变成数据的那一步
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r7b-platform-integration.md	2. 全景	三条血统汇入同一个基类,基类只向网关暴露一个入口和一组能力位
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r7b-platform-integration.md	3.1 能力位:把"平台差异"变成可询问的问题	能力位默认全取最保守,而且说谎也不挂:抛异常就是第二道降级信号
接入与多平台	我要支持很多聊天平台,又不想让差异漏进内核,该怎么抽象?	chapters/r9d-tool-surface-and-guard-placement.md	3.4 消息外发:谁决定收件人	一种目标语法、每平台一套 ID 正则、三级发送回落与分块
接入与多平台	一条回复里有 emoji,平台却说超长拒收,该怎么数长度、怎么切?	chapters/r7b-platform-integration.md	3.1 能力位:把"平台差异"变成可询问的问题	长度按 UTF-16 码元计,截断要二分找不劈开字符的最长前缀
接入与多平台	客户端每次都重发全部历史又不给会话 ID,怎么认出这是同一段对话?	chapters/r7b-platform-integration.md	3.4 api_server:把无状态协议接到有状态 agent 上	哈希系统提示加第一句话造确定性会话 ID,零客户端改造,并交代撞车代价
接入与多平台	我不想为每个平台写适配器,能不能把接平台这件事整体外包?	chapters/r7b-platform-integration.md	3.6 relay:把"接平台"整体外包	握手时传一个能力描述符,能力位变成数据;含信任边界上的取值归一化
接入与多平台	接很多平台时,抽象、并发、安全上有哪些现成判据可以直接抄?	chapters/r7b-platform-integration.md	4. 可迁移的设计原则	24 条判据,分抽象、并发、健壮性、安全、文档五组
接入与多平台	消息发出去了但确认丢了,到底该不该重发?	chapters/r7c-gateway-periphery-and-scheduling.md	3.4 投递面:一条回复怎么变成聊天窗口里的一条消息	不消除歧义而是暴露给人:重发打恢复标记,预算只花在当前发得出去的通道
接入与多平台	一个平台配了专属频道变量,却永远收不到定时任务的投递?	chapters/r8c-dashboard-and-web.md	5. 地图与代码的出入	内建平台有 home 频道变量却不在投递名单里
接入与多平台	多个进程都想监听唤醒词,而麦克风只有一个,怎么办?	chapters/r9b-multimodal-delivery.md	3.4 语音链路:从一声"嘿"到一句回话	用文件锁做跨进程单麦克风租约,不自己发明注册协议
接入与多平台	agent 说话时用户插一句要能打断,怎么不让它被自己的声音打断?	chapters/r9b-multimodal-delivery.md	3.4 语音链路:从一声"嘿"到一句回话	把噪底标定挪到提交合成之后、播放开始之前的安静窗口
接入与多平台	两家引擎的灵敏度参数方向相反,怎么给用户一个统一语义?	chapters/r9b-multimodal-delivery.md	3.4 语音链路:从一声"嘿"到一句回话	统一成「越高越严」,内部各自取反或做线性映射
接入与多平台	平台边缘那些每家一套的私有协议适配器,和共享层怎么分工?	chapters/r11b-the-unwritten-layer.md	2. 全景	全景图画出边缘、共享层与那条该走却没走的虚线
配置与凭据	一把 API 密钥被限流或过期了,怎么自动换一把又不把好钥匙标死?	chapters/r2-turn-loop-and-model-access.md	3.5 凭据池:多把钥匙的状态机	三态状态机加按失败语义分级的冷却,失败归因必须带上失败方身份
配置与凭据	密钥看着完全正确,服务商却一直报 401,该往哪儿查?	chapters/r2-turn-loop-and-model-access.md	3.5 凭据池:多把钥匙的状态机	一次性刷新令牌被两个进程同时消费,输的那个触发整条令牌链失效
配置与凭据	密钥看着完全正确,服务商却一直报 401,该往哪儿查?	chapters/r8a-configuration-surface.md	3.8 环境变量那一侧唯一的一条好规则:凭据的 ASCII 清洗	从 PDF 或网页复制的密钥带不可见字符;另有方向键把转义序列写进密钥
配置与凭据	密钥看着完全正确,服务商却一直报 401,该往哪儿查?	chapters/r8a-configuration-surface.md	5. 地图与代码的出入(本簇定案)	▲-3:读凭据的公共函数有两个方向相反的版本,挑错一个就是持续 401
配置与凭据	接一个要 OAuth 登录的 MCP 服务器,token 存哪、回调怎么收、过期怎么办?	chapters/r6-memory-provider-ecosystem.md	3.8 MCP OAuth:协议全托 SDK,harness 只做三块胶水	协议全托给 SDK,自己只做存储、回调接收、生命周期三块胶水
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r6-memory-provider-ecosystem.md	本轮真正的系统性风险:一个拼错了却不报错的键名	清单里的键名拼错成非 schema 键,解析器静默丢弃,五家插件无一写对
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8a-configuration-surface.md	3.2 头条:同一份文件,两个装载器,合并语义不同	一条完全正确的命令被告知不是已知键,还附赠一个会把配置弄坏的建议
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8b-cli-trunk-and-interaction.md	3.1 死法一:值漂移(上一轮已定案,此处只作对照)	死法一值漂移:遗留键被默认值播种,用户没设过这个判断永久失真
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8b-cli-trunk-and-interaction.md	3.2 死法二:层级错位 —— 同一条命令,不同入口给出不同的世界	死法二层级错位:键只存在于一份默认值里,另一个入口读到的是空
配置与凭据	我在配置里写的键为什么不生效,而且一句提示都没有?	chapters/r8b-cli-trunk-and-interaction.md	3.3 死法三:读它的代码根本跑不到	死法三:读它的那半句代码根本跑不到,而它看起来完全正常
配置与凭据	配置文件和环境变量里都设了同一件事,到底谁说了算?	chapters/r8a-configuration-surface.md	TL;DR(快读路径)	两套互不相干的系统,文档画的那条四级优先级链在代码里并不存在
