group	problem	chapter	section	why
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7-gateway-session-core.md	5.1 文档写错了(▲ 三处)	网关核心三处 ▲,含会话键示例值与 DM 配对方向写反
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7-gateway-session-core.md	5.2 文档整块没写(◇)	缩容到零的网关侧整块代码有、文档无,是本簇最大的地图空白
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7b-platform-integration.md	5. 地图与代码的出入	24 条定案,以及 ▲ 为什么必须连整句整段一起判
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r7c-gateway-periphery-and-scheduling.md	5. 地图与代码的出入	41 条定案挑四类讲:照着做不到的清单、差 900 倍的默认值、幽灵状态
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r8a-configuration-surface.md	5. 地图与代码的出入(本簇定案)	配置面九条 ▲,含文档那条四级优先级链在代码里根本不存在
工程方法与项目治理	文档和代码对不上时该信谁,冲突要怎么记录才不白费?	chapters/r8b-cli-trunk-and-interaction.md	7. 地图与代码的出入(本簇定案)	本簇定案,含文档教用户设的那个键其读取分支是死代码
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7-gateway-session-core.md	5.3 代码内注释也会说谎(源码级漂移)	三处源码级漂移:名字骗人、示例与自述数字对不上、返回值语义早已退化
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7-gateway-session-core.md	5.5 本簇的元规律	归纳出用户文档常比开发者文档新等三条腐烂规律
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7b-platform-integration.md	5. 地图与代码的出入	路径腐烂:代码注释里指向的文件已搬家,比文档腐烂更难发现
工程方法与项目治理	注释和 docstring 会不会说谎?有没有可复用的判据?	chapters/r7c-gateway-periphery-and-scheduling.md	5. 地图与代码的出入	时间腐烂:模块注释里出现将来时或具体计数,基本可断定已过期
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r7-gateway-session-core.md	5.4 最重的一级:接线级落差	整个内存监控模块零生产调用点,给出沿启动路径找调用点的核查法
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r7c-gateway-periphery-and-scheduling.md	3.6 缩容到零:纯函数写对了,调用方喂错了	纯函数没写错,调用方喂了一个名字对、含义完全不同的字段
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r8b-cli-trunk-and-interaction.md	3.3 死法三:读它的代码根本跑不到	读配置的那半句因为参数默认值不是 None 而永远跑不到
工程方法与项目治理	模块写好了、测试也绿,怎么确认它真的被接线调用过?	chapters/r8a-configuration-surface.md	4. 可迁移的设计原则	原则十二:配置键默认值撞上硬编码兜底值时,验证必然给出假阳性
工程方法与项目治理	功能坏了,现象却和一切正常长得一模一样,这类静默失败怎么抓?	chapters/r7c-gateway-periphery-and-scheduling.md	3.7 三次同样的手滑:读一个不存在的字段	取默认值、or 空串、MagicMock 三件套叠加,读错字段毫无声响
工程方法与项目治理	功能坏了,现象却和一切正常长得一模一样,这类静默失败怎么抓?	chapters/r8a-configuration-surface.md	1. 从一个场景说起:我照着文档配了,机器人也好了,面板却说没配	双重死代码让面板漏显示,而漏显示看起来就像用户自己没配
工程方法与项目治理	功能坏了,现象却和一切正常长得一模一样,这类静默失败怎么抓?	chapters/r8b-cli-trunk-and-interaction.md	4.1 故事:一个从来没显示过的启动提示	异常被 except 吞掉,且它只在有东西要显示时才抛,于是永远看不见
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r8b-cli-trunk-and-interaction.md	4.2 三个独立实例	改对了但只改了 N-1 个消费方的三个独立实例与各自症状
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r8b-cli-trunk-and-interaction.md	4.3 同一个形状的另一副面孔:两份必须手工对齐的名单	五份必须手工对齐的名单,其中一份已让命令列得出来却敲不出去
工程方法与项目治理	同一个语义在仓库里有好几份实现,怎么防止它们悄悄分叉?	chapters/r8a-configuration-surface.md	4. 可迁移的设计原则	原则十六把十七项同一语义多份实现摊开数,同步失败十五项
工程方法与项目治理	只看博客大概了解 agent 够不够,哪些坑不读代码永远想不到?	chapters/r1-what-is-hermes-agent.md	5. 为什么值得逐条读透(而不是"看个大概")	用空响应、凭据过期、prompt cache 三例说明机制的存在本身最容易漏掉
工程方法与项目治理	我第一次读这本书,该从哪一章开始、按什么顺序往下?	chapters/r1-what-is-hermes-agent.md	6. 阅读路线	按依赖顺序给出推荐路线,每一章配一句话主题
工程方法与项目治理	书里这些结论凭什么可信,我怎么自己复核其中一条?	chapters/r1-what-is-hermes-agent.md	7. 这本书怎么写、凭什么可信	三条方法约束:每个断言配行号、测试当规格跑、文档冲突记录在案
工程方法与项目治理	拆巨型文件时,哪些语句一搬家含义就变了?	chapters/r8b-cli-trunk-and-interaction.md	4.4 同一段代码搬了个家,含义就变了 —— 一个已发货的 bug	global 的含义取决于代码住在哪个模块,搬家不报错只会安静地写错变量
工程方法与项目治理	两处实现不一致却一直没出事,是不是就可以先不管?	chapters/r8b-cli-trunk-and-interaction.md	4.5 一个反例:靠"每处再防一次"撑住的不一致	不出事的原因是三处各自又防了一次,纵深防御把不一致藏了起来
工程方法与项目治理	怎么才能让文档不腐烂,除了靠自觉还有别的手段吗?	chapters/r7b-platform-integration.md	合起来说明了什么	有测试守着的契约文档全仓最准,没测试守着的贡献了六条 ▲
工程方法与项目治理	怎么才能让文档不腐烂,除了靠自觉还有别的手段吗?	chapters/r7c-gateway-periphery-and-scheduling.md	4. 可迁移的设计原则	第九条给出佐证:没把文档写进断言的这一簇贡献了 21 条文档矛盾
模型与推理调用	一轮对话里 agent 反复调模型、执行工具,这个循环该怎么组织?	chapters/r2-turn-loop-and-model-access.md	TL;DR(快读路径:读这一段就有全貌)	五个最重要的设计一次给全:恢复阶梯、三级介入、多协议、凭据池、缓存侧车
模型与推理调用	一轮对话里 agent 反复调模型、执行工具,这个循环该怎么组织?	chapters/r2-turn-loop-and-model-access.md	1. 从一个场景说起:一句话背后的一轮循环	一次具体请求的走法,并点破主循环不在名字最像的那个文件里
模型与推理调用	一轮对话里 agent 反复调模型、执行工具,这个循环该怎么组织?	chapters/r2-turn-loop-and-model-access.md	2. 全景:一个 turn 的生命周期	三层嵌套骨架:外层循环、内层重试、工具批次内并发
模型与推理调用	模型一直在调工具不给最终答复,怎么让它停、停的时候怎么收场?	chapters/r2-turn-loop-and-model-access.md	3.1 预算:两道闸,和一次"最后的总结"	调用数与可退款预算双上限,耗尽时用一次无工具总结兜底而不中途施压
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r2-turn-loop-and-model-access.md	3.2 三级用户介入:停 / 补 / 纠	停、补、纠三级破坏性递减,取消后怎么原地重建这一轮
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r7-gateway-session-core.md	3.4 忙时策略 —— interrupt / queue / steer / redirect 与自动降级	网关侧四选一的决策序,含带活跃子代理与压缩飞行中两个自动降级
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r7b-platform-integration.md	3.2 第一层守卫:释放锁比获取锁难得多	适配器侧的忙时决策树,以及审批类命令为什么必须绕过守卫
会话、状态与上下文	agent 正忙时又来一条消息,该打断、排队还是塞进正在跑的回合?	chapters/r7c-gateway-periphery-and-scheduling.md	3.8 带外输入:什么时候可以打断,什么时候必须排队	判据是这条输入能不能等到下一轮:等不了就 steer,等得了就排队
模型与推理调用	模型调用挂在那里不返回,怎么发现挂死并且救回来?	chapters/r2-turn-loop-and-model-access.md	3.3 调用模型:为什么永远用流式	默认永远流式是为了拿到多久没新字这个健康信号,含三档超时与连败熔断
模型与推理调用	我想随时换模型服务商,循环里要不要为每一家写一套?	chapters/r2-turn-loop-and-model-access.md	3.4 模型有很多种:一个字符串搞定协议分流	一个 api_mode 字符串分流四种线协议,细节收进各自适配器
配置与凭据	一把 API 密钥被限流或过期了,怎么自动换一把又不把好钥匙标死?	chapters/r2-turn-loop-and-model-access.md	3.5 凭据池:多把钥匙的状态机	三态状态机加按失败语义分级的冷却,失败归因必须带上失败方身份
配置与凭据	密钥看着完全正确,服务商却一直报 401,该往哪儿查?	chapters/r2-turn-loop-and-model-access.md	3.5 凭据池:多把钥匙的状态机	一次性刷新令牌被两个进程同时消费,输的那个触发整条令牌链失效
配置与凭据	密钥看着完全正确,服务商却一直报 401,该往哪儿查?	chapters/r8a-configuration-surface.md	3.8 环境变量那一侧唯一的一条好规则:凭据的 ASCII 清洗	从 PDF 或网页复制的密钥带不可见字符;另有方向键把转义序列写进密钥
配置与凭据	密钥看着完全正确,服务商却一直报 401,该往哪儿查?	chapters/r8a-configuration-surface.md	5. 地图与代码的出入(本簇定案)	▲-3:读凭据的公共函数有两个方向相反的版本,挑错一个就是持续 401
可靠性、故障与恢复	不同服务商用不同状态码表达同一种失败,怎么统一处理?	chapters/r2-turn-loop-and-model-access.md	3.6 失败恢复:一个分类器,四个恢复开关	一个分类器把各家错误折叠成失败原因加四个正交的恢复开关
可靠性、故障与恢复	主模型挂了要切备用,除了换个模型名还得同步什么?	chapters/r2-turn-loop-and-model-access.md	3.7 故障转移:切模型 = 换一整套运行时状态	切换是一次全量运行时状态同步,漏掉任何一项都对应一个编号事故
模型与推理调用	长对话的 prompt 缓存老是失效,哪些操作会把它弄脏?	chapters/r2-turn-loop-and-model-access.md	3.8 prompt cache:靠"侧车"守住字节稳定这条命脉	把发给模型的字节和给人看的转录分开存,注入永远不改写历史
模型与推理调用	长对话的 prompt 缓存老是失效,哪些操作会把它弄脏?	chapters/r5-session-state-and-persistence.md	3.6 prompt 装配:按"变化概率"分层保缓存	系统提示按变化概率分三层,时间戳只到日期精度以求全天字节稳定
模型与推理调用	长对话的 prompt 缓存老是失效,哪些操作会把它弄脏?	chapters/r5-session-state-and-persistence.md	3.7 长期记忆:常驻 + 召回 + 三道防注入	内建记忆在会话开始冻结成快照,中途写入落盘但不改系统提示
工具与执行	模型一次请求了五个工具,能不能全都并发跑?	chapters/r2-turn-loop-and-model-access.md	3.9 工具批次:分段调度,不是无脑并发	按只读性、文件目标重叠、交互性切成并行段与屏障段,保持模型原始顺序
工具与执行	两个并发的动作改同一个文件,后写的把先写的覆盖了怎么办?	chapters/r2-turn-loop-and-model-access.md	3.9 工具批次:分段调度,不是无脑并发	单个 agent 一批工具内的读写路径重叠,靠分段调度串行化
工具与执行	两个并发的动作改同一个文件,后写的把先写的覆盖了怎么办?	chapters/r4-execution-environments.md	3.8 两个支撑件:跨代理文件新鲜度 + V4A 补丁	跨子代理的读后写覆盖,靠进程级注册表记读时间戳与全局最后写者
可靠性、故障与恢复	模型执行完工具后返回了空响应,循环该怎么接住?	chapters/r2-turn-loop-and-model-access.md	3.10 空响应恢复:一个六级阶梯	六级恢复阶梯,每级配一次性守卫,放弃时的哨兵带着不许持久化的标记
会话、状态与上下文	一轮对话有十几种结束方式,怎么保证每种都存了库、收了尾?	chapters/r2-turn-loop-and-model-access.md	3.11 收尾:所有路径共享的单一咽喉	所有结束路径汇入单一咽喉,交付即记录的不变式在这里校验并修复
模型与推理调用	我要自己写回合循环,有哪些坑必须一开始就知道?	chapters/r2-turn-loop-and-model-access.md	4. 可迁移的设计原则(造你自己的 harness 时怎么做)	七条与代码解耦的原则,含恢复是阶梯不是重试、切换即全量状态同步
工具与执行	模型说要调一个工具,从收到到执行完中间要过哪些关?	chapters/r3-tool-infrastructure.md	TL;DR(快读路径:读这一段就有全貌)	四大块与贯穿全章的把外部输入全部当不可信这一哲学
工具与执行	模型说要调一个工具,从收到到执行完中间要过哪些关?	chapters/r3-tool-infrastructure.md	1. 从一个场景说起:一次工具调用要过多少道关	一次终端调用的七段固定管线,从参数纠偏到结果改写
工具与执行	模型说要调一个工具,从收到到执行完中间要过哪些关?	chapters/r3-tool-infrastructure.md	2. 全景:工具系统的四大块	四大块的关系图:窄腰决定看得见什么,安全防线横切在执行之前
工具与执行	工具越加越多,怎么自动发现又不让每个 agent 都看见全部?	chapters/r3-tool-infrastructure.md	3.1 窄腰:注册(工具存在)和暴露(对谁可见)是两层	语法树静态发现做零维护清单,toolset 单独管对谁可见
可靠性、故障与恢复	一次可用性探测抖了一下,整组工具就从 agent 里消失了怎么办?	chapters/r3-tool-infrastructure.md	3.1 窄腰:注册(工具存在)和暴露(对谁可见)是两层	探测结果缓存 30 秒再加 60 秒瞬断宽限,只有持续失败才如实反映宕机
安全、权限与边界	用户开了免确认模式,模型要跑一条删根命令,该不该放行?	chapters/r3-tool-infrastructure.md	3.2 安全防线之一:命令审批的"地板优先于开关"	审批是有序短路链,硬底线与 sudo 守卫都排在任何便利开关之前
安全、权限与边界	agent 要去抓一个 URL,怎么防止它被 DNS 骗去读云元数据?	chapters/r3-tool-infrastructure.md	3.3 安全防线之二:SSRF 双层防护,挡住 DNS 欺骗	URL 预检加连接时 IP 钉扎两层,并交代配了代理的沙箱那处妥协
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r3-tool-infrastructure.md	3.4 安全防线之三:把外部内容当攻击面	威胁模式库按攻击类分三档作用域,技能安装用信任乘裁决的二维矩阵
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r5-session-state-and-persistence.md	3.6 prompt 装配:按"变化概率"分层保缓存	项目上下文文件注入前过威胁扫描,命中就整份换成 BLOCKED 占位符
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r5-session-state-and-persistence.md	3.7 长期记忆:常驻 + 召回 + 三道防注入	召回记忆的三道围栏:铸造权归 harness、可见流剥块、写入与载入各扫一次
安全、权限与边界	抓回来的网页里藏着忽略之前的指令,进上下文之前该做什么?	chapters/r6-memory-provider-ecosystem.md	3.5 防自污染:围栏铸造权 + 写口清洗	注入口剥掉 provider 自带的围栏标签,写口清洗防止召回内容被反刍回存
工具与执行	多步工具链每步一次模型往返太慢太贵,能让模型写脚本一次跑完吗?	chapters/r3-tool-infrastructure.md	3.5 execute_code:让 LLM 写脚本调工具,但不给它钥匙	RPC 边界、一次性 token、环境洗净、审批跨线程传播四层保证
安全、权限与边界	接了一个第三方 MCP 工具服务器,它的名字、描述、进程该怎么设防?	chapters/r3-tool-infrastructure.md	3.6 把外部工具当"不可信输入":MCP 客户端侧的七道防护	命名撞车一律跳过、恶意包预检、父死看门狗三道最有代表性的防护
工具与执行	同一份工具 schema,换一家服务商整条请求就被拒了怎么办?	chapters/r3-tool-infrastructure.md	3.7 schema 经济:清洗、限长、渐进披露	清洗只作用于发出去的副本,参数改名靠两侧独立重算做无损往返
工具与执行	一个工具吐回几 MB 输出,直接进上下文就撑爆了怎么办?	chapters/r3-tool-infrastructure.md	3.7 schema 经济:清洗、限长、渐进披露	三层限长:工具内预截断、单结果落盘换预览、整回合按大小兜底
工具与执行	接了几千个工具,光工具名就吃掉几万 token,怎么办?	chapters/r3-tool-infrastructure.md	3.7 schema 经济:清洗、限长、渐进披露	渐进披露用三个桥接工具替代大批工具,核心工具永不参与折叠
安全、权限与边界	我要给 agent 造工具系统,安全上必须先立哪几条规矩?	chapters/r3-tool-infrastructure.md	4. 可迁移的设计原则(造你自己的工具系统时怎么做)	七条:地板优先于开关、防 TOCTOU 要两层、凭据隔离靠边界而不靠信任
工具与执行	agent 说要跑一条命令,这条命令到底落在哪台机器、怎么跑起来?	chapters/r4-execution-environments.md	TL;DR(快读路径:读这一段就有全貌)	三个同心圈:统一假象、各后端的真实差异、两个 GUI 面
工具与执行	agent 说要跑一条命令,这条命令到底落在哪台机器、怎么跑起来?	chapters/r4-execution-environments.md	1. 从一个场景说起:一条 `pip install` 命令的一生	一条安装命令的六步走法,本机与天边的云沙箱走法完全一样
工具与执行	agent 说要跑一条命令,这条命令到底落在哪台机器、怎么跑起来?	chapters/r4-execution-environments.md	2. 全景:一条命令的执行骨架	执行骨架图:哪几步所有后端共享,后端唯一要填的是哪一格
工具与执行	上一条命令切了目录、导出了变量,下一条为什么看不到?	chapters/r4-execution-environments.md	3.1 统一假象:spawn-per-call + 会话快照重放	每命令一个新进程加会话快照重放,含原子写、临时名唯一、按名过滤三处事故
工具与执行	本机是真进程、云沙箱只是一次阻塞调用,等待和中断怎么只写一遍?	chapters/r4-execution-environments.md	3.2 一个极窄的协议,兼容两类完全不同的后端	一个四方法的鸭子类型协议,阻塞调用用线程加真管道降维成进程
工具与执行	我想让 agent 的环境闲着不烧钱、下次开工时东西还在,怎么做?	chapters/r4-execution-environments.md	3.3 七种后端、两种范式,和"空闲休眠"的四种真相	空闲休眠底下其实是四种不同的物理机制:拍快照、停机、真 idle 计时
安全、权限与边界	选了远端沙箱后端,是不是就自动有网络出口管控了?	chapters/r4-execution-environments.md	3.3 七种后端、两种范式,和"空闲休眠"的四种真相	出口代理只接线在 Docker 后端,出口管控与选哪个后端是正交的两件事
工具与执行	沙箱里改的文件要同步回本机,中途失败、撞改、超大压缩包怎么办?	chapters/r4-execution-environments.md	3.4 文件进出沙箱:一套事务性同步引擎	正向全成才提交且失败不推进限速钟,反向四层护栏加信号延迟
工具与执行	模型写的命令里有与号和末尾后台符,直接丢给 bash 会出什么事?	chapters/r4-execution-environments.md	3.5 终端的 shell 语义修补:每一处对准一类真实故障	后台化优先级低于与号这个陷阱及其幂等改写,还有 sudo 密码走标准输入
工具与执行	agent 起了个后台服务,进程重启后还认得它吗?杀的时候会杀错吗?	chapters/r4-execution-environments.md	3.6 后台进程注册表:崩溃恢复、防误杀、刷屏熔断	检查点做崩溃恢复、内核启动时刻防 PID 复用误杀、strike 熔断防刷屏
工具与执行	harness 进程重启了,那个装了一堆依赖的容器该留还是该删?	chapters/r4-execution-environments.md	3.7 Docker 跨进程复用 + 孤儿回收(以及一处文档定案)	默认跨进程持久、清理对容器空操作,孤儿回收只碰够老且已退出的
工具与执行	让 agent 去网页上点按钮,弹出一个原生对话框就卡死了怎么办?	chapters/r4-execution-environments.md	3.9 浏览器自动化栈:一个受监管的浏览器	监督器用对话桥把阻塞式原生对话框转成可编程记录加策略
工具与执行	有些活只有 GUI 没有 API,能让 agent 操作桌面又不抢我的鼠标吗?	chapters/r4-execution-environments.md	3.10 computer_use:像人一样操作桌面,但不抢你的鼠标	后台投递不抢光标焦点,控制外包给驱动进程,结果区分传输成功与语义生效
工具与执行	我要自己实现执行层,哪几件事必须一开始就定下来?	chapters/r4-execution-environments.md	4. 可迁移的设计原则(造你自己的执行层时怎么做)	七条:在哪跑与怎么跑解耦、极窄协议吸收差异、持久化落在会话边界
会话、状态与上下文	昨天的对话今天怎么接着聊,数据到底存在哪、怎么恢复?	chapters/r5-session-state-and-persistence.md	TL;DR(快读路径:读这一段就有全貌)	记忆侧五块,以及两条暗线:缓存不变量高于一切、进提示的一切都是攻击面
会话、状态与上下文	昨天的对话今天怎么接着聊,数据到底存在哪、怎么恢复?	chapters/r5-session-state-and-persistence.md	1. 从一个场景说起:一句"继续昨天那个"的一生	一句继续昨天那个要走的五步:找回、重建提示、可能又压缩、检索、落盘
会话、状态与上下文	昨天的对话今天怎么接着聊,数据到底存在哪、怎么恢复?	chapters/r5-session-state-and-persistence.md	2. 全景:记忆侧的五块与数据流	装配、落盘、压缩、检索、长期记忆五块之间的数据流图
可靠性、故障与恢复	会话库放在网络盘上或者断过电,打开后一条会话都看不到了怎么办?	chapters/r5-session-state-and-persistence.md	3.1 会话库:一个 SQLite 文件扛住多进程 + 恶劣文件系统 + 崩溃	日志模式启用要信返回值、坏库改名隔离不删除、打开期分级自修复且不碰数据
会话、状态与上下文	多个进程共用一个 SQLite,写不进去的时候该重试多久?	chapters/r5-session-state-and-persistence.md	3.1 会话库:一个 SQLite 文件扛住多进程 + 恶劣文件系统 + 崩溃	时间预算制而非次数制,并按业务重要性分转录、常规、心跳三档
会话、状态与上下文	给消息表加一列,怎么才能不写迁移又不让老库崩?	chapters/r5-session-state-and-persistence.md	3.2 声明式 schema:加一列只改一处	声明式真源加启动期列 diff 再补列;改主键这类写成每次启动的幂等愈合
会话、状态与上下文	对话快撑爆上下文窗口了,怎么压缩才不丢正在做的事?	chapters/r5-session-state-and-persistence.md	3.3 上下文压缩:满了怎么优雅地忘	五步算法、触发只认真实 token、密钥红线强制、会话级持久锁防孤儿分叉
会话、状态与上下文	压缩之后 agent 像失忆,或者把已经做完的事又做一遍,为什么?	chapters/r5-session-state-and-persistence.md	3.4 交接摘要为什么会说错话:三个真实事故	三个真实事故:任务被压掉、完成回合被切开、角色交替把会话永久毒化
会话、状态与上下文	agent 要搜自己几个月前的对话,中文短词和任意子串怎么搜得到?	chapters/r5-session-state-and-persistence.md	3.5 跨会话检索:三个索引各管一类查询	三个索引按查询形状路由加全表扫描兜底,召回给的是会话级三明治
会话、状态与上下文	项目根目录里的那些约定文件是怎么进到系统提示里的?	chapters/r5-session-state-and-persistence.md	3.6 prompt 装配:按"变化概率"分层保缓存	四个约定文件按优先级首中即停、超长按窗口比例截断、注入前过威胁扫描
会话、状态与上下文	我想让 agent 跨会话记住用户的偏好,这套记忆该怎么接进来、存在哪?	chapters/r5-session-state-and-persistence.md	3.7 长期记忆:常驻 + 召回 + 三道防注入	内建记忆冻结成会话起点快照,外部后端当一条可以宕机的慢速旁路
会话、状态与上下文	我想让 agent 跨会话记住用户的偏好,这套记忆该怎么接进来、存在哪?	chapters/r6-memory-provider-ecosystem.md	3.1 统一插口:一个 ABC + "一次只挂一个"	插口契约只规定注入、召回、摄入、工具、关闭五件事的时机与形状
会话、状态与上下文	agent 把我的文件改坏了,怎么一键回到它动手之前?	chapters/r5-session-state-and-persistence.md	3.8 检查点:文件的时间机器(和会话是两回事)	外置影子 git 拍文件快照,与会话是两套系统,回滚时联动撤销一个回合
会话、状态与上下文	我要给 agent 做持久层,哪些约束必须先定下来?	chapters/r5-session-state-and-persistence.md	4. 可迁移的设计原则(造你自己的持久层时怎么做)	七条:单一事实源要扛敌意环境、写重试分档、缓存不变量高于一切
可靠性、故障与恢复	一个记忆后端卡了五分钟,整个界面还显示 agent 在跑,怎么防?	chapters/r6-memory-provider-ecosystem.md	1. 从一个场景说起:一个配错的 daemon 卡了 298 秒	298 秒事故逼出的两道围栏:写路径必须离线、读路径 8 秒就放弃
可靠性、故障与恢复	一个记忆后端卡了五分钟,整个界面还显示 agent 在跑,怎么防?	chapters/r6-memory-provider-ecosystem.md	3.7 失败方向:自动路径 fail-open,模型路径 fail-visible	自动路径静默降级,模型显式调用的工具路径返回结构化错误
会话、状态与上下文	我要把长期记忆做成可插拔的,插口该规定什么、不该规定什么?	chapters/r6-memory-provider-ecosystem.md	TL;DR(快读路径:读这一段就有全貌)	四块:统一插口、八种外接大脑、三条贯穿的纪律、MCP 登录
会话、状态与上下文	我要把长期记忆做成可插拔的,插口该规定什么、不该规定什么?	chapters/r6-memory-provider-ecosystem.md	2. 全景:一个插座,八种大脑	一个插座八种大脑的关系图,装载器与编排器各管什么
会话、状态与上下文	我要把长期记忆做成可插拔的,插口该规定什么、不该规定什么?	chapters/r6-memory-provider-ecosystem.md	3.1 统一插口:一个 ABC + "一次只挂一个"	七个必答方法、一次只挂一个外部后端、坏 schema 不许毒化工具集
会话、状态与上下文	记忆后端有云 SaaS 也有纯本地,我该选哪种、各自的代价是什么?	chapters/r6-memory-provider-ecosystem.md	3.2 智能在哪:从本地数学到云 SaaS 的光谱	从本地相位向量数学到云端模型抽取的光谱,两极各自的能力与代价
会话、状态与上下文	每轮都要把对话写给外部记忆服务,怎么写才不拖慢回复又不丢?	chapters/r6-memory-provider-ecosystem.md	3.3 三档写路径:按"每轮写的价值 × 崩溃容忍度"选	缓冲到会话边界、单写者队列、SQLite 写后台三档,按崩溃容忍度选
会话、状态与上下文	召回要打网络、延迟秒级,怎么既有个性化开场又每轮零等待?	chapters/r6-memory-provider-ecosystem.md	3.4 读路径:上一轮生产、这一轮消费	单槽缓存上一轮生产这一轮消费,只有第一轮允许有界等待,含读后写栅栏
安全、权限与边界	用一个小模型改写用户输入,它被提示注入劫持了怎么办?	chapters/r6-memory-provider-ecosystem.md	3.6 查询改写:辅助模型做"不可信输入→受限输出"	输入侧声明为纯数据,输出侧五道确定性形状闸,任一不过就退回原话
配置与凭据	接一个要 OAuth 登录的 MCP 服务器,token 存哪、回调怎么收、过期怎么办?	chapters/r6-memory-provider-ecosystem.md	3.8 MCP OAuth:协议全托 SDK,harness 只做三块胶水	协议全托给 SDK,自己只做存储、回调接收、生命周期三块胶水
会话、状态与上下文	我要做一个插件层,让第三方后端挂进来又拖不垮主流程,该定哪些规矩?	chapters/r6-memory-provider-ecosystem.md	4. 可迁移的设计原则(造你自己的记忆/插件层时怎么做)	七条:记忆是增益不是依赖、写离线三档、失败方向按发起者分层
