H-R9D-F-d	notes/r9d-raw-gateway-clarify-turn-misc.md	1993	`agent/replay_cleanup.py:37`:`    if "exit_code" in lowered and ("130" in lowered or "-1" in lowered):`	| H-R9D-F-d | `agent/replay_cleanup.py:37`:`    if "exit_code" in lowered and ("130" in lowered or "-1" in lowered):` | `"-1"` 子串会命中 `2026-1-5` 这类日期,一次成功的 `read_file` 结果因内容含 `[command interrupted]` 被整块从回放历史删除(实跑复现);判定依赖的 `tool_may_have_side_effect` 在 `agent/tool_result_classification.py`,本片未读 | R10 工具分类片 |
H-R9D-F-e	notes/r9d-raw-gateway-clarify-turn-misc.md	1994	`agent/process_bootstrap.py:1`:`"""Process-level bootstrap helpers for ``run_agent``.`	| H-R9D-F-e | `agent/process_bootstrap.py:1`:`"""Process-level bootstrap helpers for ``run_agent``.` | 本模块**不 spawn 子进程、不构造子进程环境**(文件内 `subprocess\|Popen\|os\.exec\|fork\|spawn\|env=\|environ\[` 零命中),「凭据是否继承给子进程」这个问题需要去找真正 spawn 的模块(`tools/code_execution_tool.py`、`tools/terminal_tool.py`、`agent/environments/*`) | R10/R11 执行环境片 |
H-R9D-F-f	notes/r9d-raw-gateway-clarify-turn-misc.md	1995	`tools/managed_tool_gateway.py:298`:`    return bool(actual.scheme) and (actual.scheme, actual.netloc) == (expected.scheme, expected.netloc)`	| H-R9D-F-f | `tools/managed_tool_gateway.py:298`:`    return bool(actual.scheme) and (actual.scheme, actual.netloc) == (expected.scheme, expected.netloc)` | 用 `netloc`(保留大小写)而非 `hostname`(小写化)比对,`https://TOOL-GATEWAY.…` 被判非托管、bearer 不发;当前所有调用方都自拼 URL 故不可达,若将来有调用方使用网关返回的 URL 即活化 | R11 安全复核 |
H-R9D-F-g	notes/r9d-raw-gateway-clarify-turn-misc.md	1996	`tools/hook_output_spill.py:216`:`        spill_path.write_text(text if text.endswith("\n") else text + "\n", encoding="utf-8")`	| H-R9D-F-g | `tools/hook_output_spill.py:216`:`        spill_path.write_text(text if text.endswith("\n") else text + "\n", encoding="utf-8")` | 任意 hook 注入上下文以 0644 落盘、目录 0755、无任何清理机制;对照 `gateway/shutdown_flush.py:44` 的 `flush_dir.mkdir(parents=True, exist_ok=True, mode=0o700)` | R11 安全复核 |
H-R9D-F-h	notes/r9d-raw-gateway-clarify-turn-misc.md	1997	`tools/debug_helpers.py:47`:`        self.log_dir = get_hermes_home() / "logs"`	| H-R9D-F-h | `tools/debug_helpers.py:47`:`        self.log_dir = get_hermes_home() / "logs"` | 在模块 import 时定格 profile 感知的 `get_hermes_home()`,多 profile 网关下三个工具的调试日志会写进 import 时那个 profile;对照同一函数在 `tools/hook_output_spill.py:122` 是落盘时调用 | R11 多 profile 片 |
H-R9D-C-a	notes/r9d-raw-kanban-todo-cron.md	1582	主线本轮复核	| **H-R9D-C-a** | 主线本轮复核 | `cron/scheduler.py:2288`:`# choice explicit here keeps the allowed surface small and auditable.` —— `no_agent` 脚本执行路径上 `cron/*.py` 里零个审批调用,`approvals.cron_mode: deny` 对它无效;模型写脚本进 `~/.hermes/scripts/` 也无 gate(实跑复现,见 §4 ■5) | 待主线复核 |
H-R9D-C-b	notes/r9d-raw-kanban-todo-cron.md	1583	主线本轮复核	| **H-R9D-C-b** | 主线本轮复核 | `tools/kanban_tools.py:1510`:`"""Add a parent→child dependency edge after the fact."""` —— `_handle_link` 缺 `_enforce_worker_task_ownership`,worker 实测可把外国租户的 `ready` 卡降级为 `todo` 并继承其通知订阅(见 §4 ■2、▲1) | 待主线复核 |
H-R9D-C-c	notes/r9d-raw-kanban-todo-cron.md	1584	主线本轮复核	| **H-R9D-C-c** | 主线本轮复核 | `agent/kanban_stop.py:62`:`name = str(msg.get("name") or "")` —— 只看终态工具**调用过**不看**成功过**,一次被判官驳回的 `kanban_complete` 就永久关掉守卫(见 §4 ■1) | 待主线复核 |
H-R9D-C-d	notes/r9d-raw-kanban-todo-cron.md	1585	R10+	| **H-R9D-C-d** | R10+ | `tools/cronjob_tools.py:1181`:`script=args.get("script"),` —— 同一个 lambda 里 `attach_to_session` 未转发,schema 承诺与行为不一致(见 §4 ■6) | 待处置 |
H-R9D-C-e	notes/r9d-raw-kanban-todo-cron.md	1586	R10+	| **H-R9D-C-e** | R10+ | `agent/kanban_stop.py:34`:`task = (os.environ.get("HERMES_KANBAN_TASK") or "").strip()` —— 全仓唯一只认 env、不认 `is_dispatcher_owned_worker` ContextVar 的看板消费者(见 §4 ■3) | 待处置 |
H-R9D-C-f	notes/r9d-raw-kanban-todo-cron.md	1587	R10+	| **H-R9D-C-f** | R10+ | `tools/todo_tool.py:199`:`item_id = str(item.get("id", "")).strip() or "?"` —— 多条缺 id 的待办折叠成一条,静默丢计划(见 §4 ■4) | 待处置 |
H-R9D-A-a	notes/r9d-raw-lsp.md	1889	`agent/lsp/manager.py:313`:`t = max(8.0, self._wait_timeout + 3.0)`	| H-R9D-A-a | `agent/lsp/manager.py:313`:`t = max(8.0, self._wait_timeout + 3.0)` | 外层预算不随 `wait_mode` 走,`full` 模式下 8s < 内层 10s,基线快照必超时并把 `(server, root)` 永久标 broken(实跑 P6) | R10 缺陷汇总 |
H-R9D-A-b	notes/r9d-raw-lsp.md	1890	`agent/lsp/client.py:894`:`pull_task = asyncio.create_task(self._pull_document_diagnostics(abs_path))`	| H-R9D-A-b | `agent/lsp/client.py:894`:`pull_task = asyncio.create_task(self._pull_document_diagnostics(abs_path))` | 服务器拒绝 pull 时该循环空转,2s 发 6855 次请求(实跑 P7) | R10 缺陷汇总 |
H-R9D-A-c	notes/r9d-raw-lsp.md	1891	`agent/lsp/manager.py:530`:`client = self._clients.get((srv.server_id, ws))`	| H-R9D-A-c | `agent/lsp/manager.py:530`:`client = self._clients.get((srv.server_id, ws))` | 用 git 根查按逐服务器根建的客户端池,marker 在子目录时必空,基线滚动静默失效(实跑 P8) | R10 缺陷汇总 |
H-R9D-A-d	notes/r9d-raw-lsp.md	1892	`agent/lsp/workspace.py:87`:`_workspace_cache[str(start_path)] = (None, False)`	| H-R9D-A-d | `agent/lsp/workspace.py:87`:`_workspace_cache[str(start_path)] = (None, False)` | 「非 git 目录」被永久负缓存,文档教的 `git init` 在本进程内无效(实跑 P2) | R10 文档冲突定案 |
H-R9D-A-e	notes/r9d-raw-lsp.md	1893	`agent/lsp/cli.py:252`:`recipe = INSTALL_RECIPES.get(server_id)`	| H-R9D-A-e | `agent/lsp/cli.py:252`:`recipe = INSTALL_RECIPES.get(server_id)` | `hermes lsp which` 漏了 `_recipe_pkg_for` 别名映射,与 `status` 对同一服务器给出相反答案(实跑 P5) | R10 缺陷汇总 |
H-R9D-A-f	notes/r9d-raw-lsp.md	1894	`agent/lsp/client.py:278`:`except Exception:`	| H-R9D-A-f | `agent/lsp/client.py:278`:`except Exception:` | 外层取消抛的 `CancelledError` 不被捕获,`_cleanup_process()` 不跑,语言服务器进程泄漏(实跑 P10) | R10 缺陷汇总 |
H-R9D-A-g	notes/r9d-raw-lsp.md	1895	`agent/lsp/servers.py:209`:`ceiling=os.path.dirname(workspace) if workspace else None,`	| H-R9D-A-g | `agent/lsp/servers.py:209`:`ceiling=os.path.dirname(workspace) if workspace else None,` | ceiling 差一层,项目根可以解析到 git 工作树之外(实跑 P1) | R10 缺陷汇总 |
H-R9D-A-h	notes/r9d-raw-lsp.md	1896	`agent/lsp/install.py:238`:`bin_path = try_install("pyright", ctx.install_strategy)`	| H-R9D-A-h | `agent/lsp/install.py:238`:`bin_path = try_install("pyright", ctx.install_strategy)` | 同步 `subprocess.run(timeout=300)` 跑在 LSP 后台事件循环上,而外层只有 8s ——**推定**首次自动安装必然把服务器打成 broken,需要一个假 npm 去实跑证实 | R10 取证 |
H-R9D-D-a	notes/r9d-raw-messaging-platform-tools.md	1651	`tools/send_message_tool.py:2106`:`# NOTE: ``send_message`` is intentionally NOT registered as an agent-callable`	| H-R9D-D-a | `tools/send_message_tool.py:2106`:`# NOTE: ``send_message`` is intentionally NOT registered as an agent-callable` | 该 NOTE 声称模型不能自主外发,但 `cronjob` 的 `deliver` 是模型可写的自由目标字符串,经 `cron/scheduler.py:1177` 的 `_parse_target_ref` 直通同一引擎;需要一轮把 cron 片与本片合起来定案这条绕行是否被别处闸住 | R10(cron 片) |
H-R9D-D-b	notes/r9d-raw-messaging-platform-tools.md	1652	`tools/send_message_tool.py:2042`:`payload = {"content": message[:4000], "msg_type": 0}`	| H-R9D-D-b | `tools/send_message_tool.py:2042`:`payload = {"content": message[:4000], "msg_type": 0}` | QQBot 无插件、无 `max_message_length`,超长消息被静默切断且返回 `success: True`,无 warning | R10 |
H-R9D-D-c	notes/r9d-raw-messaging-platform-tools.md	1653	`tools/discord_tool.py:88`:`url = f"{DISCORD_API_BASE}{path}"`	| H-R9D-D-c | `tools/discord_tool.py:88`:`url = f"{DISCORD_API_BASE}{path}"` | 模型给的 `channel_id`/`message_id` 零格式校验直接拼进 URL;urllib 实测不归一化 `..`;同片 HA 为同一形状专门加了白名单正则(`tools/homeassistant_tool.py:262`) | R10 |
H-R9D-D-d	notes/r9d-raw-messaging-platform-tools.md	1654	`tools/discord_tool.py:108`:`with urllib.request.urlopen(req, timeout=timeout) as resp:`	| H-R9D-D-d | `tools/discord_tool.py:108`:`with urllib.request.urlopen(req, timeout=timeout) as resp:` | 本片唯一"凭据跟着重定向走"的客户端(实跑复现 Authorization 跨 origin 保留);仓库已有 `tools/url_safety.py:841` 的 `create_ssrf_safe_client` 未被使用 | R10 |
H-R9D-D-e	notes/r9d-raw-messaging-platform-tools.md	1655	`tests/tools/test_send_message_tool.py:16`:`_HAS_TELEGRAM = pytest.importorskip("telegram", reason="python-telegram-bot not installed") is not None`	| H-R9D-D-e | `tests/tools/test_send_message_tool.py:16`:`_HAS_TELEGRAM = pytest.importorskip("telegram", reason="python-telegram-bot not installed") is not None` | 47 个用例(含 Slack/Signal/Matrix/WhatsApp 等与 Telegram 无关的)被一个可选依赖整文件跳过,运行器仍显示 ✓;下一轮报测试数时要把它当"已知静默跳过"记账 | 每轮 |
H-R9D-D-f	notes/r9d-raw-messaging-platform-tools.md	1656	`tools/homeassistant_tool.py:345`:`def _check_ha_available() -> bool:`	| H-R9D-D-f | `tools/homeassistant_tool.py:345`:`def _check_ha_available() -> bool:` | 配了 `HASS_TOKEN` 即自动启用(`hermes_cli/tools_config.py:2300`)且无任何逐次审批;审批片若已定案 hermes 的审批只覆盖 terminal/file,需要显式把"物理设备控制无审批"写进结论 | R10(审批片) |
H-R9D-D-g	notes/r9d-raw-messaging-platform-tools.md	1657	`tools/feishu_doc_tool.py:54`:`def _check_feishu():`	| H-R9D-D-g | `tools/feishu_doc_tool.py:54`:`def _check_feishu():` | 可用性探针只查 `lark_oapi` 是否可导入,真实可用条件是 `plugins/platforms/feishu/feishu_comment.py:1058` 注入的线程局部客户端;装了 SDK 的任何会话都会看到 5 个必失败的工具 | R10 |
H-R9D-D-h	notes/r9d-raw-messaging-platform-tools.md	1658	`website/docs/reference/tools-reference.md:242`:`	| H-R9D-D-h | `website/docs/reference/tools-reference.md:242`:`| `discord` | Read and participate in a Discord server. Actions include `search_members`, `fetch_messages`, `send_message`, `react`, `fetch_channel`, `list_channels`, and more. | `DISCORD_BOT_TOKEN` |` | 该行六个动作里三个不存在、一个名字错、一个归错工具;同表 `:250` 的 `discord_admin` 行也列了四项不存在的能力 | R12 装订前 |
H-R9D-E-a	notes/r9d-raw-search-browser-supply.md	1425	`tools/web_tools.py:270`:`    return "firecrawl"  # default (backward compat)`	| H-R9D-E-a | `tools/web_tools.py:270`:`    return "firecrawl"  # default (backward compat)` | 什么都没配时返回硬编码后端名,该名字在注册表里**总能取到对象**,于是把注册表的可用性回落路径整条短路(■-1 的直接机制) | R10 分发器簇 |
H-R9D-E-b	notes/r9d-raw-search-browser-supply.md	1426	`tools/web_tools.py:171` 的 `_LEGACY_WEB_BACKENDS`	| H-R9D-E-b | `tools/web_tools.py:171` 的 `_LEGACY_WEB_BACKENDS` | 集合含 `"xai"`,但其上方注释断言 xai「不是注册的 provider」——`plugins/web/xai/__init__.py:14` 的 `ctx.register_web_search_provider(XAIWebSearchProvider())` 证明它已经是;注释指定的同步动作从未执行 | R10 |
H-R9D-E-c	notes/r9d-raw-search-browser-supply.md	1427	`agent/web_search_registry.py:239`:`gate and the dispatcher silently drops to`	| H-R9D-E-c | `agent/web_search_registry.py:239`:`gate and the dispatcher silently drops to` | 代码自己承认分发器会静默换后端,与同文件 `_resolve` docstring 的「不静默换后端」承诺直接冲突(■-2) | R10 |
H-R9D-E-d	notes/r9d-raw-search-browser-supply.md	1428	`agent/tool_dispatch_helpers.py:584`:`_UNTRUSTED_TOOL_NAMES = frozenset({`	| H-R9D-E-d | `agent/tool_dispatch_helpers.py:584`:`_UNTRUSTED_TOOL_NAMES = frozenset({` | 集合只含 `web_extract` / `web_search`,`x_search` 的第三方内容既不被包装也不被威胁扫描(■-3) | R10 安全簇 |
H-R9D-E-e	notes/r9d-raw-search-browser-supply.md	1429	`tools/browser_tool.py:753`:`    if _cloud_provider_resolved:`	| H-R9D-E-e | `tools/browser_tool.py:753`:`    if _cloud_provider_resolved:` | 进程级缓存无 multiplex 豁免,而同文件 `:1468` 的 `if get_hermes_home_override() is not None:` 有——姐妹站点漏改(■-5) | R10 gateway/多路复用簇 |
H-R9D-E-f	notes/r9d-raw-search-browser-supply.md	1430	`agent/browser_registry.py:113`:`def _resolve(configured: Optional[str]) -> Optional[BrowserProvider]:`	| H-R9D-E-f | `agent/browser_registry.py:113`:`def _resolve(configured: Optional[str]) -> Optional[BrowserProvider]:` | 该函数与 `_LEGACY_PREFERENCE` 只被测试引用,生产选择逻辑在 `tools/browser_tool.py:819` 的 `fallback_provider = BrowserUseProvider()` 里另写了一份(■-4) | R10 |
H-R9D-E-g	notes/r9d-raw-search-browser-supply.md	1431	`website/docs/user-guide/security.md:639` 的 `The blocklist is enforced across`	| H-R9D-E-g | `website/docs/user-guide/security.md:639` 的 `The blocklist is enforced across` | 文档承诺站点黑名单覆盖 `web_search`/`web_extract`,实测 `web_search` 完全不覆盖、`web_extract` 只在 firecrawl 后端下覆盖(▲-1 / ■-6) | R10 文档-代码冲突汇总 |
H-R10G-b	notes/r10-raw-web-dashboard.md	2049	`hermes_cli/web_server.py:5468`:`def _install_memory_provider_external_dependencies(`	| **H-R10G-b** | `hermes_cli/web_server.py:5468`:`def _install_memory_provider_external_dependencies(` | `/api/memory/providers/{name}/setup` 除 pip 外还会 `shlex.split()` 执行 manifest 的 `check`/`install` 命令(`shell=False`,但 argv 可为 `bash -c …`),`_spec_is_safe` 的卫生检查只覆盖 pip 那一半;主线 ■-R10-01 定级时应纳入 | R11A |
H-R10G-c	notes/r10-raw-web-dashboard.md	2050	`web/package.json:12`:`    "typecheck": "tsc -p . --noEmit",`	| **H-R10G-c** | `web/package.json:12`:`    "typecheck": "tsc -p . --noEmit",` | 指向 `files: []` + references 的 solution tsconfig,疑为空转(`build` 用的是正确的 `tsc -b`);本轮无法实测,需要一个能跑 npm 的轮次确认 | 任何能跑前端工具链的一轮 |
H-R10G-d	notes/r10-raw-web-dashboard.md	2051	`web/src/plugins/slots.ts:18`:`/** Slot locations the built-in shell renders. Plugins declaring any of`	| **H-R10G-d** | `web/src/plugins/slots.ts:18`:`/** Slot locations the built-in shell renders. Plugins declaring any of` | 插槽三张名单(声明 30 / 实渲染 31 / 文档 28)两两不等,`sidebar`/`footer-left`/`footer-right` 三个名字文档与声明都有、代码零渲染 | R11 复盘(与 ▲ 计数一起处理) |
H-R11B-B2-a	notes/r11b-raw-backlog-light.md	1516	`tools/computer_use/__init__.py:26`:`overlay if the backend did not).`	| **H-R11B-B2-a** | `tools/computer_use/__init__.py:26`:`overlay if the backend did not).` | 包的接线图列了一个全仓不存在的 `capture.py`(该行是它的续行),而它描述的 PNG 尺寸嗅探实际在 `tools/computer_use/tool.py:860`:`"""Return (width, height) for common inline screenshot formats.` 与 `tools/computer_use/cua_backend.py:946` **各写了一份**;需确认这是「计划中的拆分未发生」还是「拆完又被合回」 | 主线定案 ■-B2-01 时一并判;若入成品章,与 R4 章 §3.10 合并叙述 |
H-R11B-B2-b	notes/r11b-raw-backlog-light.md	1517	`hermes_cli/subcommands/memory.py:19`:`"Available providers: honcho, openviking, mem0, hindsight,\n"`	| **H-R11B-B2-b** | `hermes_cli/subcommands/memory.py:19`:`"Available providers: honcho, openviking, mem0, hindsight,\n"` | help 文本硬编码 7 个 provider,目录扫描实测 8 个(漏 `supermemory`);本片只查了这一处手抄名单,**未做全仓「provider 名单手抄本」普查**——`hermes_cli/config_defaults.py:1660`:`# "hindsight", "holographic", "retaindb", "byterover".` 的注释里还有一份同款 7 项名单 | 下一轮做一次 provider/toolset 名单手抄点普查,与 r8b 章 §4.3 的两份名单合并成一条跨轮结论 |
H-R11B-B2-c	notes/r11b-raw-backlog-light.md	1518	`agent/reasoning_timeouts.py:62`:`_REASONING_STALE_TIMEOUT_FLOORS: tuple[tuple[str, int], ...] = (`	| **H-R11B-B2-c** | `agent/reasoning_timeouts.py:62`:`_REASONING_STALE_TIMEOUT_FLOORS: tuple[tuple[str, int], ...] = (` | 这张 30 行静态表是「断连是否会触发压缩删历史」的唯一守门人(`agent/error_classifier.py:956`:`if get_reasoning_stale_timeout_floor(model) is not None:`),但**没有任何机制保证新推理模型上架时有人来加行**;需确认是否有 CI/脚本对着 models.dev 目录做覆盖检查 | 下一轮查 `models.dev` 目录同步链路(R8B 已知本容器该目录条目数为 0,需在有网环境判) |
H-R11B-B2-d	notes/r11b-raw-backlog-light.md	1519	`plugins/memory/honcho/oauth_flow.py:365`:`    if returned_state != state:`	| **H-R11B-B2-d** | `plugins/memory/honcho/oauth_flow.py:365`:`    if returned_state != state:` | CSRF state 用 `!=` 直接比,非常量时间;MCP 侧(r6 章 §3.8)记的是「SDK 生成并常量时间比对」。本片判**不构成可利用面**(state 是 `secrets.token_urlsafe(32)`、失败即抛、无重试预言机),但两套 OAuth 客户端在同一仓库里对同一问题给出了不同强度的答案 | 仅记录,不建议改;若 R12 装订时讲「两套 OAuth 的取舍」,此处是最锋利的对照点 |
H-R11B-B2-e	notes/r11b-raw-backlog-light.md	1520	`hermes_cli/subcommands/__init__.py:5`:`into one 3,300-line function. This package breaks that tree apart: each`	| **H-R11B-B2-e** | `hermes_cli/subcommands/__init__.py:5`:`into one 3,300-line function. This package breaks that tree apart: each` | 拆分只做了一半:42 个 builder 模块 vs `main()` 里仍内联的 16 个顶层组;本片按「弱 ▲」记(▲-B2-02),**是否计入跨轮 ▲ 计数交主线** | 主线定案 |
H-B1-b	notes/r11b-raw-backlog-r7b.md	2605	下一轮(代码缺陷复核位)	| H-B1-b | 下一轮(代码缺陷复核位) | `gateway/platforms/yuanbao_media.py:229`:`if response.is_redirect and response.next_request:` | ■-B1-07:全仓可能还有别的手写重定向守卫沿用 `next_request` 判定式。本片只核了共享助手的 4 个正确调用方与元宝这 1 个错误实现,**没有普查**「自己写 `is_redirect` 判定的地方」。搜索面建议:`--include=*.py` 搜 `is_redirect`,逐一判定是否经由共享助手。 |
H-B1-c	notes/r11b-raw-backlog-r7b.md	2606	下一轮	| H-B1-c | 下一轮 | `hermes_cli/config_defaults.py:4152`:`"QQ_SANDBOX": {` | ▲-B1-02 越出本片 12 文件:那份环境变量目录会驱动设置向导提示用户填什么,而其中至少 `QQ_SANDBOX` 一项无任何读取方。**这份目录整体有多少条是死的,本片没查**,建议作为一次独立普查(口径:目录里每个键在非目录、非文档处是否被读)。 |
H-B1-d	notes/r11b-raw-backlog-r7b.md	2607	下一轮	| H-B1-d | 下一轮 | `gateway/platforms/media_cache.py:33`:`but is intentionally NOT migrated here` | ◇-B1-01 是一条写在代码里的 follow-up,基线未清。**仓库里这类"写进注释的待办"有多少、多久没动**,是一个可量化的地图腐烂指标,本片没统计。 |
H-B1-e	notes/r11b-raw-backlog-r7b.md	2608	R11B 主线(台账)	| H-B1-e | R11B 主线(台账) | `gateway/platforms/media_cache.py:1`:`"""Shared mime↔extension dispatch for inbound (downloaded) platform media.` | 本片 12 个文件在 `data/ledger.tsv` 里的 `status` 仍是 `R7B-deep-read`(§0 第一个 verify 块的输出即证据),应更新为可翻译成「R11B 已补可溯源断言」的状态(如 `R11B-backlog-read`),否则下一轮读台账仍然读不出这笔账已经还了。**改台账不在本片产出清单内,交主线。** |
H-R11B-D-a	notes/r11b-raw-notes-citation-cleanup.md	591	`notes/r6-60-mcp-oauth-cleanup.md:58` 的 `mcp/client/auth/oauth2.py:66-69 @ mcp==1.28.1 site-packages`:锚点指向第三方 pip 包,基线里没有该文件,校验器恒记 MISSING-FILE(3 处)。笔记**已**用 ` 	| **H-R11B-D-a** | `notes/r6-60-mcp-oauth-cleanup.md:58` 的 `mcp/client/auth/oauth2.py:66-69 @ mcp==1.28.1 site-packages`:锚点指向第三方 pip 包,基线里没有该文件,校验器恒记 MISSING-FILE(3 处)。笔记**已**用 ` @ mcp==1.28.1 site-packages` 声明了非基线出处,校验器不读它 | 给 `scripts/verify_citations.py` 加一档:锚点的 ` @ ` 后缀不是基线 sha 时记 `NON-BASELINE`(计入分母、不阻断),沿用「声明,不靠嗅探」 |
H-R11B-D-b	notes/r11b-raw-notes-citation-cleanup.md	592	`notes/r3-10-approval-security.md:56` 的 `tools/approval.py:3754`:该文 15 个块是「每行以自己的行号开头」的行号栏体例,校验器无法比对,本片改标 ```text;实测行号栏 **102/103 准确**(§4.2 可重跑)	| **H-R11B-D-b** | `notes/r3-10-approval-security.md:56` 的 `tools/approval.py:3754`:该文 15 个块是「每行以自己的行号开头」的行号栏体例,校验器无法比对,本片改标 ```text;实测行号栏 **102/103 准确**(§4.2 可重跑) | 让校验器识别行号栏块(整块每行 `^\d+\s`),按每行自己声明的行号比对。落地后该文从"15 个块首行"变成"103 行全校验",是**净增**校验面 |
H-R11B-D-c	notes/r11b-raw-notes-citation-cleanup.md	593	`notes/r8d-02-coverage-audit.md:39` 的 `scripts/assign_layers.py:307-308`:自引**本仓库**脚本,该文件每轮增补都在变长,行号必然再漂(本轮已从 162 漂到 307)	| **H-R11B-D-c** | `notes/r8d-02-coverage-audit.md:39` 的 `scripts/assign_layers.py:307-308`:自引**本仓库**脚本,该文件每轮增补都在变长,行号必然再漂(本轮已从 162 漂到 307) | 定一条自引写法(只引符号名不引行号,或把自引锚点排除出行号校验) |
